time,range,elevation,velocity,azimuth
5,1146.40097203915,33.2143751959542,-1.90369353175931,258.855355534836
5.20000000000005,1146.02070671311,33.931800234281,-1.8955517562988,258.810975094707
5.30000000000018,1145.82988540819,32.6737478994438,-1.89148920241957,260.01611914125
5.40000000000009,1145.63973951579,32.7565107275129,-1.88739234722824,259.265419832285
5.60000000000014,1145.26667106031,33.8370499695618,-1.87924975443525,259.131488451022
5.70000000000005,1145.0756515889,33.2610005397882,-1.87514401947062,259.627948604027
5.80000000000018,1144.88912532335,33.146571931818,-1.87104557125166,258.768519834982
6.10000000000014,1144.32840813058,33.3581246639686,-1.85877972938366,259.058019405529
6.20000000000005,1144.14374960676,33.7451266177846,-1.85470364853665,259.352313459139
6.5,1143.5890624125,33.0665364030489,-1.84239304083623,259.720750864941
6.70000000000005,1143.22155061404,32.9179244219472,-1.83414588422832,259.940118397632
6.80000000000018,1143.03819111945,33.9727602710172,-1.83005668296776,259.437046971171
7,1142.67274091322,33.1927749019252,-1.82183588754477,260.411317132614
7.10000000000014,1142.49069933182,32.7290471432983,-1.81768484222762,260.394843010805
7.20000000000005,1142.31060204365,34.069606936834,-1.81359955757552,259.344832312145
7.40000000000009,1141.94986643957,33.5307657223472,-1.80534763439154,259.895374962188
7.5,1141.76822266953,32.8515071399966,-1.80123013969054,260.375296413575
7.60000000000014,1141.5887851686,33.1520445771456,-1.797105150622,260.351641517392
7.90000000000009,1141.05205848121,33.5140446306595,-1.78472790526367,259.362211077632
8,1140.87338463008,34.2543930668889,-1.78059561905469,260.578767499428
8.10000000000014,1140.69567383972,33.0045816447215,-1.77647594977417,259.955722392629
8.20000000000005,1140.51887342662,33.6216993880937,-1.77232902871395,260.197276326578
8.5,1139.98276774487,34.7224286542933,-1.75986894659429,260.626048259065
8.60000000000014,1139.81001314654,34.2293371897283,-1.75576357540851,260.19662220515
8.70000000000005,1139.63605748283,33.5110355530173,-1.75163914904481,260.364292949747
8.80000000000018,1139.45876987945,33.6271139842429,-1.74747237336262,260.110882907299
8.90000000000009,1139.2832208312,33.6458378056443,-1.74329885524953,260.627941325073
9.10000000000014,1138.94042398197,32.5324665010667,-1.7350091979708,261.653855321413
9.20000000000005,1138.76750705514,33.3194156296708,-1.73085310101474,262.026529563426
9.40000000000009,1138.41876039754,34.4103824335026,-1.72251868508717,261.705312424261
9.60000000000014,1138.07317169927,33.2672077589181,-1.71420520879804,260.422060444497
9.90000000000009,1137.56181664213,34.5716802014285,-1.70172262859236,260.863306646289
10,1137.39309807086,34.2633844409201,-1.69751373130366,260.518276162664
10.1000000000001,1137.2265553599,33.1809258046248,-1.69337151604383,260.879096674118
10.3000000000002,1136.88470706434,33.7651782717182,-1.68499076472148,261.461885330829
10.4000000000001,1136.71654072039,34.1795286885244,-1.68083252483476,261.698817674434
10.6000000000001,1136.38405654531,34.1275779115667,-1.67247482801836,260.976770186243
10.7,1136.21549571272,33.3992775690167,-1.66829600770356,261.553424810308
10.8000000000002,1136.04930183738,34.104218837815,-1.66412159881957,261.145885028943
10.9000000000001,1135.88325391812,33.8602552628253,-1.65991406651585,262.056542256701
11,1135.72206994572,33.9041544723749,-1.65570585130105,262.297995595001
11.1000000000001,1135.5518014836,33.5728741006808,-1.65150927773613,261.541236639802
11.2,1135.38649590175,33.6236732469348,-1.64734466339502,261.176823909181
11.3000000000002,1135.22117673718,33.7182404961695,-1.64315606310384,262.606572822984
11.4000000000001,1135.05982594559,33.6089793790175,-1.63893059225719,261.092797497555
11.5,1134.89659089648,34.0762130546162,-1.63477906263732,261.605760902698
11.6000000000001,1134.732005347,33.790658929937,-1.63053284830323,261.919339864415
11.7,1134.56849750573,33.9113353002707,-1.62632846874926,261.745134899505
11.8000000000002,1134.40814554551,34.1648192995829,-1.62213103165999,262.165962726945
11.9000000000001,1134.24379919593,33.461520065058,-1.61791426760855,261.19865905236
12,1134.08558676351,34.4837214540253,-1.61370321454802,262.854658911449
12.2,1133.76002514436,34.3874632802226,-1.60529511158113,262.070254036853
12.3000000000002,1133.60311389119,34.4020141866872,-1.60105973750864,262.381029776204
12.4000000000001,1133.44228781588,33.6860226619095,-1.59686652290304,262.404473740103
12.6000000000001,1133.12383767251,34.1213801358069,-1.58843366528938,262.581229071942
12.7,1132.96738040955,34.0437103224664,-1.58423055081023,262.195468502347
12.8000000000002,1132.80472884975,33.74779905725,-1.57999069460087,263.16078707195
12.9000000000001,1132.64636401956,33.7354460788626,-1.57575015878849,261.886883892738
13,1132.49220109264,34.2939767991502,-1.57152948195898,262.192636030722
13.3000000000002,1132.02073917233,34.1064894757269,-1.55884087382228,262.009130760811
13.5,1131.71042260895,35.0423070249503,-1.55039330965596,262.577469811012
13.6000000000001,1131.55414810434,34.8083491362181,-1.54613441761864,262.043972793734
13.7,1131.39862803237,33.4491663356849,-1.54190738994532,262.692335336981
13.8000000000002,1131.24630882987,34.6300795060773,-1.53763741423946,262.613836473197
13.9000000000001,1131.09377148113,33.7859828758808,-1.5334112807834,263.617228148375
14,1130.9391638392,34.2454655054702,-1.52916157660078,262.240546886283
14.1000000000001,1130.78774099704,35.2862869385647,-1.52495860342911,262.981114102407
14.2,1130.63485209719,33.823553949275,-1.52066313123936,262.989770764047
14.3000000000002,1130.48409788821,33.7970662505828,-1.5163995426511,263.134919836751
14.4000000000001,1130.33396552965,33.7362723146851,-1.51218876388857,263.248213174049
14.5,1130.18007299317,34.4805009560419,-1.50790453646381,263.51300817758
14.7,1129.87843173685,34.6343741734348,-1.49941946203671,262.141263738021
